id,y
0,False
1,False
2,False
3,False
4,False
5,False
6,False
7,True
8,False
9,False
10,False
11,True
12,False
13,False
14,False
15,True
16,True
17,False
18,False
19,True
20,True
21,False
22,True
23,False
24,False
25,False
26,False
27,True
28,False
29,True
30,False
31,False
32,False
33,True
34,False
35,True
36,False
37,True
38,True
39,True
40,True
41,True
42,True
43,False
44,False
45,True
46,False
47,False
48,False
49,True
50,False
51,False
52,True
53,True
54,False
55,False
56,False
57,True
58,False
59,False
60,True
61,True
62,False
63,False
64,False
65,False
66,False
67,True
68,False
69,False
70,True
71,False
72,True
73,True
74,False
75,True
76,False
77,False
78,True
79,False
80,True
81,False
82,False
83,False
84,False
85,False
86,False
87,False
88,False
89,True
90,False
91,True
92,True
93,False
94,True
95,True
96,False
97,False
98,False
99,False
100,False
101,False
102,False
103,False
104,False
105,False
106,False
107,False
108,False
109,True
110,True
111,True
112,False
113,False
114,False
115,False
116,False
117,True
118,False
119,False
120,True
121,True
122,False
123,False
124,True
125,True
126,True
127,False
128,True
129,False
130,True
131,False
132,True
133,False
134,True
135,False
136,True
137,False
138,True
139,True
140,True
141,False
142,False
143,False
144,True
145,False
146,True
147,False
148,True
149,False
150,False
151,True
152,False
153,True
154,True
155,True
156,False
157,True
158,False
159,False
160,False
161,True
162,True
163,True
164,True
165,False
166,False
167,True
168,False
169,False
170,True
171,True
172,False
173,False
174,False
175,False
176,False
177,True
178,True
179,True
180,True
181,False
182,False
183,False
184,True
185,False
186,False
187,False
188,True
189,True
190,True
191,True
192,False
193,False
194,False
195,False
196,True
197,False
198,False
199,True
200,False
201,False
202,True
203,False
204,True
205,False
206,False
207,False
208,True
209,False
210,True
211,False
212,True
213,False
214,False
215,False
216,False
217,False
218,False
219,False
220,False
221,False
222,True
223,True
224,True
225,True
226,False
227,False
228,False
229,True
230,False
231,False
232,False
233,False
234,False
235,False
236,False
237,False
238,False
239,False
240,True
241,True
242,True
243,False
244,True
245,False
246,False
247,False
248,False
249,False
250,False
251,False
252,True
253,True
254,True
255,False
256,True
257,False
258,False
259,True
260,False
261,True
262,False
263,True
264,True
265,False
266,True
267,False
268,True
269,False
270,True
271,True
272,True
273,False
274,True
275,True
276,False
277,True
278,True
279,False
280,False
281,False
282,False
283,False
284,False
285,False
286,True
287,False
288,False
289,False
290,True
291,False
292,True
293,False
294,True
295,False
296,False
297,False
298,False
299,False
300,False
301,False
302,True
303,True
304,True
305,True
306,True
307,True
308,False
309,False
310,False
311,False
312,False
313,False
314,False
315,False
316,False
317,False
318,False
319,False
320,False
321,False
322,True
323,False
324,False
325,False
326,False
327,False
328,True
329,True
330,False
331,False
332,False
333,False
334,False
335,False
336,True
337,True
338,False
339,False
340,True
341,False
342,False
343,False
344,False
345,False
346,True
347,True
348,False
349,False
350,False
351,False
352,True
353,False
354,False
355,False
356,False
357,False
358,False
359,False
360,False
361,False
362,False
363,False
364,False
365,False
366,False
367,False
368,False
369,False
370,False
371,False
372,False
373,True
374,False
375,True
376,True
377,True
378,True
379,False
380,True
381,False
382,False
383,False
384,False
385,True
386,False
387,True
388,False
389,False
390,True
391,False
392,False
393,False
394,True
395,True
396,False
397,False
398,False
399,False
400,False
401,True
402,True
403,True
404,True
405,False
406,False
407,False
408,False
409,False
410,True
411,True
412,False
413,True
414,False
415,False
416,True
417,True
418,False
419,False
420,False
421,False
422,False
423,False
424,True
425,False
426,False
427,False
428,False
429,True
430,False
431,True
432,False
433,True
434,False
435,False
436,False
437,False
438,False
439,True
440,True
441,True
442,True
443,True
444,False
445,False
446,True
447,True
448,True
449,False
450,False
451,False
452,True
453,False
454,False
455,False
456,False
457,False
458,True
459,False
460,False
461,True
462,False
463,True
464,False
465,False
466,False
467,False
468,False
469,True
470,True
471,False
472,False
473,False
474,False
475,False
476,False
477,False
478,False
479,True
480,True
481,True
482,False
483,False
484,False
485,True
486,True
487,True
488,True
489,False
490,False
491,False
492,False
493,False
494,False
495,False
496,False
497,False
498,False
499,False
500,True
501,False
502,False
503,False
504,True
505,True
506,True
507,False
508,False
509,False
510,False
511,False
512,False
513,True
514,False
515,True
516,False
517,True
518,True
519,True
520,True
521,False
522,False
523,True
524,False
525,False
526,True
527,True
528,False
529,True
530,False
531,True
532,False
533,False
534,True
535,False
536,False
537,False
538,True
539,True
540,True
541,True
542,False
543,False
544,True
545,True
546,False
547,False
548,False
549,False
550,True
551,True
552,True
553,False
554,False
555,False
556,False
557,False
558,False
559,False
560,False
561,False
562,False
563,True
564,True
565,False
566,False
567,True
568,True
569,False
570,False
571,True
572,False
573,True
574,False
575,False
576,False
577,True
578,False
579,False
580,False
581,False
582,False
583,False
584,True
585,False
586,True
587,False
588,True
589,False
590,False
591,True
592,False
593,False
594,True
595,False
596,True
597,False
598,False
599,False
600,False
601,True
602,False
603,True
604,False
605,True
606,False
607,True
608,False
609,False
610,False
611,False
612,True
613,True
614,False
615,False
616,False
617,False
618,False
619,False
620,False
621,True
622,False
623,False
624,False
625,False
626,False
627,True
628,False
629,True
630,False
631,True
632,False
633,True
634,True
635,True
636,False
637,True
638,True
639,True
640,True
641,False
642,False
643,True
644,False
645,True
646,False
647,True
648,True
649,True
650,True
651,False
652,False
653,False
654,False
655,False
656,False
657,True
658,True
659,True
660,False
661,False
662,False
663,False
664,False
665,False
666,False
667,False
668,False
669,False
670,False
671,False
672,True
673,False
674,False
675,False
676,False
677,False
678,True
679,True
680,True
681,True
682,True
683,False
684,False
685,False
686,True
687,False
688,False
689,True
690,True
691,False
692,False
693,False
694,False
695,True
696,False
697,True
698,False
699,False
700,False
701,False
702,False
703,False
704,False
705,True
706,True
707,True
708,False
709,True
710,True
711,True
712,True
713,False
714,False
715,True
716,True
717,False
718,False
719,True
720,False
721,True
722,True
723,True
724,False
725,True
726,False
727,True
728,False
729,False
730,False
731,True
732,True
733,True
734,True
735,False
736,False
737,True
738,True
739,False
740,True
741,False
742,False
